reg_no,semester,course1_marks,course2_marks,course3_marks,course4_marks,course5_marks,currentCGPA,previousCGPA,totalcredithours,high_edu,next_semester_CGPA,next_semester_grade,recommendation,reg_date,attendanceRate,studyHours,gender,email,No_prev_attempts,disability
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,10,62,87,52,71,65,1.91,2.23,12,Bachelor's Degree,1.91,C-,Probation,25/09/2021,95,19.5,Male,40a6bf4425e6f2c20b8799bee71e0d13a3df02688a942ef2846cada25dd836bc,3,No
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,6,60,63,65,91,91,2.27,2.27,17,Bachelor's Degree,1.97,C-,High Risk,07/02/2021,77.98,16,Female,40a6bf4425e6f2c20b8799bee71e0d13a3df02688a942ef2846cada25dd836bc,1,No
26222ffea8b2ae62d0f33aa7318934de5538f3b77b6a095191c63679629a74b1,1,60,62,83,75,51,2.32,2.32,13,Bachelor's Degree,2.23,C,Medium Risk,11/02/2021,91,17.5,Male,c7eb465e39ed3e61a8a6d67c962ab06e9ae0d8608ee1287fab5a94aab7d41fe6,1,No
6ea5cb52704c219ff092ce7656e226e101a36fa92434c5666ececba13d2db3af,3,89,85,52,75,91,2.02,2.3,15,Bachelor's Degree,1.81,C-,High Risk,02/09/2021,79.74,9.3,Male,cbe4097f049bd1b6512751f035db472bcbb48f2b9f126654084a39049b94c0d4,1,No
3ebad4c15ea3e3d78b6be9d57fc27d543ee351ba14ba623b4c5b80a57cbe2625,9,74,79,80,88,50,1.37,1.74,18,Bachelor's Degree,1.37,D+,Dropout,24/09/2020,75,15.3,Female,63bd76051996efbc82bedc4b65a4de7c6c6800c40f30c4003496fd13562313ec,1,No
35f95a10bf632c842626d50ddd4a2ebfa2c096f4bec9c8e8c41e0ea24875780f,2,91,61,57,79,69,2.53,2.53,14,Bachelor's Degree,2.53,C+,Medium Risk,01/09/2020,81,20.9,Male,ec3a1fe857b24f7dab6b6095a90eca9c375745869f339285527ddcaaf9b84a0e,1,Yes
2169f92adb574ee46bba6668f4debf9490c0e2e57a393359cb4229284b858db9,1,75,94,73,81,86,2.85,2.85,16,Bachelor's Degree,2.58,C+,Medium Risk,18/02/2021,92,24.7,Male,55c6e0b059be389febc4425b431a44944b9be82bb0d6999e4bbf6e87924e9be7,0,No
6ea5cb52704c219ff092ce7656e226e101a36fa92434c5666ececba13d2db3af,3,81,77,83,66,60,1.62,1.98,13,Bachelor's Degree,1.62,D+,Dropout,10/09/2021,77,19.9,Male,cbe4097f049bd1b6512751f035db472bcbb48f2b9f126654084a39049b94c0d4,2,No
dfd5ec9000ab94b673f75b759f7ba6653c916ea3dd0e5e3b6810f72800059fc9,7,81,68,56,90,51,2.92,2.82,17,Bachelor's Degree,2.68,B-,Medium Risk,07/09/2020,77,18.4,Male,1c1275b8550471696317d4ace8055acdd42451bf1bb4baf09ee64c0c5209d6ea,0,No
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,2,67,82,53,55,63,1.93,2.3,12,Bachelor's Degree,1.93,C-,Probation,08/02/2021,79,20,Female,d127dc713598b0066ae4c2a3350ceec8e9e6b2bc4f8c83dbc4f85c2981f14f52,1,No
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,2,86,70,73,89,81,2.1,2.34,18,Bachelor's Degree,1.77,C-,High Risk,19/09/2021,74.52,8.8,Male,097c87e9905dc9627e21ffab0462c1cde7cf6678cc1258e42a778c4ed3c1f79e,3,No
6ea5cb52704c219ff092ce7656e226e101a36fa92434c5666ececba13d2db3af,1,93,67,76,85,80,2.14,2.14,16,Bachelor's Degree,1.88,C-,High Risk,16/09/2020,71.3,19.3,Female,cbe4097f049bd1b6512751f035db472bcbb48f2b9f126654084a39049b94c0d4,3,No
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,4,68,65,64,83,50,2.31,1.97,17,Diploma,2.38,C+,Probation,09/02/2021,78,17.4,Female,b67ab39c2557036e5fc60b93ba3fab35daafc6d991b70398d2296d2f733340b6,1,No
fbdfec7dfb336c76be906a508d2a69572c113a65afbc92aab53e241460b71dd7,2,60,52,58,50,52,3,3.39,15,Bachelor's Degree,2.88,B-,Medium Risk,24/09/2021,78,16.8,Male,c53a304bbdbcdc5e1a3ad7413f02f8e5173b8c7d5d3364da286538ed05fa2db9,1,No
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,2,56,91,77,83,77,1.97,2.2,13,Bachelor's Degree,1.64,D+,Probation,15/09/2021,83,17,Female,b67ab39c2557036e5fc60b93ba3fab35daafc6d991b70398d2296d2f733340b6,3,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,4,60,89,50,58,77,3.4,3.21,14,Bachelor's Degree,3.4,B+,Low Risk,24/09/2020,80,17.5,Female,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,0,No
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,2,62,69,83,50,52,1.85,2.04,17,Diploma,1.85,C-,Probation,06/02/2021,98,8,Female,b67ab39c2557036e5fc60b93ba3fab35daafc6d991b70398d2296d2f733340b6,0,No
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,5,75,84,82,53,78,1.78,1.78,19,Bachelor's Degree,1.78,C-,Dropout,24/09/2020,95,8.7,Male,d127dc713598b0066ae4c2a3350ceec8e9e6b2bc4f8c83dbc4f85c2981f14f52,1,No
75a2f8f120ba474814019b394e6eecde3a30595b16c68d11b085ed0112cd9ced,3,86,57,53,70,94,3.76,3.75,17,Diploma,4,A-,Low Risk,06/09/2021,74,22.9,Female,2229d7ff9d757748acf380796489e13729c088c472c52dcbb3cd9c1f10f12829,0,Yes
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,2,83,94,79,77,54,1.98,2.18,13,Bachelor's Degree,2.16,C,Probation,17/02/2020,92,6,Female,40a6bf4425e6f2c20b8799bee71e0d13a3df02688a942ef2846cada25dd836bc,3,No
6ea5cb52704c219ff092ce7656e226e101a36fa92434c5666ececba13d2db3af,4,78,60,76,56,94,1.67,1.94,14,Bachelor's Degree,1.6,D+,Dropout,27/02/2020,74,17.1,Female,cbe4097f049bd1b6512751f035db472bcbb48f2b9f126654084a39049b94c0d4,0,Yes
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,5,94,89,83,74,60,1.76,1.43,19,Bachelor's Degree,1.76,C-,Dropout,27/02/2020,73,8.9,Male,6dd0b2933a70cde5454a33b75dd9d371ae370112a337dbc2e59681495869a8c9,1,No
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,2,91,82,78,71,55,1.99,2.3,18,Bachelor's Degree,1.99,C-,Probation,25/02/2020,98,12.9,Female,fadc65d6cf14523320375ab9fc9dcb3adb058d87963bf6eec12eca052d445a81,3,No
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,2,85,85,73,67,92,2.11,2.44,19,Diploma,1.81,C-,High Risk,14/02/2020,75.28,10.6,Male,4355c358b26372e895431a659f2aa80387b6e541a1e120d1665153cea0fbc672,0,No
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,5,92,70,65,56,75,2.1,1.92,12,Bachelor's Degree,2.1,C,Probation,27/09/2020,77,12.2,Male,097c87e9905dc9627e21ffab0462c1cde7cf6678cc1258e42a778c4ed3c1f79e,2,No
6ea5cb52704c219ff092ce7656e226e101a36fa92434c5666ececba13d2db3af,4,56,50,64,94,58,1.87,1.79,18,Bachelor's Degree,1.87,C-,Dropout,03/09/2020,80,11,Male,cbe4097f049bd1b6512751f035db472bcbb48f2b9f126654084a39049b94c0d4,3,No
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,3,94,86,68,78,66,1.88,1.9,13,Bachelor's Degree,1.52,D+,Dropout,01/09/2020,84,15.4,Male,f18dd578f8ac6634b9f1c1f4f3f1c2fafd96208d4d0f4a643afa3bc9117f6f63,3,No
1f6d32014cf09ad6717e47e43c869050df892e3228815b9df78385925e22ccbc,3,74,92,78,88,93,3.27,3.52,12,Bachelor's Degree,3.27,B,Low Risk,17/09/2020,93,16.9,Male,4d760772c23c710fc27155fffce1dabbcef9efbda6b764970ca0761c2d3c1b7d,2,No
e98fcc4c2c4254a79a7bbb6c9ae3aad229e05898f75f76d6a7f7e870d0cbb282,1,88,67,57,70,59,2.07,2.07,16,Bachelor's Degree,2.13,C,Medium Risk,12/09/2021,93,23,Male,e383e68cebede95e68295aa3dc4fa1e06b61e96e0c56754c5b093904399a2c2c,2,No
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,1,53,68,92,58,82,2.06,2.06,13,Bachelor's Degree,1.91,C-,High Risk,20/02/2020,77.95,13.3,Female,6dd0b2933a70cde5454a33b75dd9d371ae370112a337dbc2e59681495869a8c9,3,Yes
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,2,77,60,64,62,67,1.86,2.03,14,Diploma,2.04,C,Probation,22/09/2021,76,18.5,Male,9137bb4a6c8f796ea6fd72e3adf9a6fa48201d76f98da822689c269ad465fee6,2,No
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,2,70,75,86,67,80,1.92,2.2,15,Bachelor's Degree,1.92,C-,Probation,01/09/2021,82,14,Female,6dd0b2933a70cde5454a33b75dd9d371ae370112a337dbc2e59681495869a8c9,1,No
ca42161b391a77048bce3518620faf8f41ad5bf86feaedec3ed7786660fd7f59,8,78,64,70,89,91,3.26,2.99,15,Bachelor's Degree,3.26,B,Low Risk,18/02/2020,85,24.7,Female,72b34fc6c699ddcabbc6ff4c50b0ee2fea12307238d055fcd3684cfa7b408d38,1,No
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,5,66,87,65,72,57,2.06,1.98,19,Bachelor's Degree,2.06,C,Probation,01/09/2021,79,10.7,Male,b67ab39c2557036e5fc60b93ba3fab35daafc6d991b70398d2296d2f733340b6,1,No
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,9,77,95,51,94,63,2.23,2.11,14,Bachelor's Degree,1.91,C-,High Risk,17/02/2020,77.9,9.9,Female,9137bb4a6c8f796ea6fd72e3adf9a6fa48201d76f98da822689c269ad465fee6,3,No
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,5,70,73,81,68,91,2.07,1.89,16,Bachelor's Degree,2.07,C,Probation,18/02/2021,98,14,Female,eb5354e2f9857ae0e949d8a21b2bb08394706f50ef86af8cc82ae2ac128dd50b,2,Yes
03236518a685d17efa4f9c8c8c5af8700f8276a429da204a7d0250b81a80b5a1,4,75,73,66,53,84,2.5,2.44,18,Diploma,2.5,C+,Medium Risk,01/02/2021,73,20.3,Female,71be65013e849cebd80bde7c6cf66e6a09f9ed74a19a149e58582db14b451768,2,No
e7b7f5df19c8221fb9e956d0cfcee46cf56573bd48153e0be468666aaab9d663,8,86,61,78,78,80,2.29,2.19,19,Bachelor's Degree,2.01,C,Medium Risk,26/09/2021,75,20.6,Female,943558cfd155a69874a8c8d9b27cffe446530f3689d0dd81bd4cf12c26f0700b,0,No
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,2,56,69,66,69,84,1.71,2.02,15,Bachelor's Degree,1.71,C-,Probation,04/09/2020,79,18.8,Male,0e9cc63b8ceb32accde69143d02016863abb4799a1c4d55abab2f3d021fd989b,0,No
b670c59d1fc184eefbc7ebaa8f8f7a1a95cc3b4d725dd07acec8f20fee933d3e,4,51,64,55,65,92,2.8,2.7,18,Bachelor's Degree,2.8,B-,Medium Risk,17/02/2020,70,20.1,Female,c60a8477825804e90a6e4cbfc1e76354dadc6e8a287a8e59d494bdc1433b69d7,2,No
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,2,67,82,53,55,63,1.93,2.3,12,Diploma,1.93,C-,Probation,08/09/2020,79,20,Male,0e9cc63b8ceb32accde69143d02016863abb4799a1c4d55abab2f3d021fd989b,2,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,3,93,55,77,88,67,3.52,3.61,17,Bachelor's Degree,3.38,B+,Low Risk,20/09/2020,85,18.8,Female,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,2,No
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,5,62,67,79,70,60,1.99,1.93,19,Bachelor's Degree,1.99,C-,Dropout,27/02/2021,71,17.1,Female,eb5354e2f9857ae0e949d8a21b2bb08394706f50ef86af8cc82ae2ac128dd50b,3,No
6e9f406392a20754e66e8a4e63c9ce073bc0eb0352f5e6aa1c4c4e422e520ee2,6,88,90,93,79,73,3,3,18,Bachelor's Degree,3.38,B+,Low Risk,09/02/2021,76,18.7,Male,3dd9d56e35f78f8ee64e9b6d24c4e3fa98afa649fa6663eb3093cb387f1bbbf2,2,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,3,86,70,82,50,76,2.48,2.58,17,Bachelor's Degree,2.27,C,Medium Risk,03/09/2021,88,15.6,Female,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,0,Yes
5be2fd93655712f12fd5dfce0abe0aac5ec51beb81093200022601cbd17f774a,4,78,65,90,52,84,3.16,3.5,12,Bachelor's Degree,3.23,B,Low Risk,13/02/2021,83,21.3,Female,ab07c5f962bc81cc8de1ed88194c15d99ad1fac212e25b1e22669281299c82fc,3,No
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,3,54,79,71,51,84,1.67,2.04,14,Bachelor's Degree,1.94,C-,Probation,19/09/2021,87,7.1,Female,b67ab39c2557036e5fc60b93ba3fab35daafc6d991b70398d2296d2f733340b6,2,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,4,69,83,63,78,55,3.44,3.17,13,Bachelor's Degree,3.36,B+,Low Risk,23/09/2020,90,24.6,Male,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,0,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,3,91,62,86,55,61,3.57,3.75,18,Bachelor's Degree,3.72,A-,Low Risk,10/09/2020,97,22.8,Female,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,3,No
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,3,70,92,61,74,84,1.74,1.93,17,Bachelor's Degree,1.72,C-,Dropout,21/02/2020,79,6.1,Male,40a6bf4425e6f2c20b8799bee71e0d13a3df02688a942ef2846cada25dd836bc,2,Yes
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,2,86,67,63,76,90,1.87,2.15,13,Bachelor's Degree,1.87,C-,Probation,03/02/2020,88,17,Female,f18dd578f8ac6634b9f1c1f4f3f1c2fafd96208d4d0f4a643afa3bc9117f6f63,2,No
6ea5cb52704c219ff092ce7656e226e101a36fa92434c5666ececba13d2db3af,1,80,85,58,50,70,2.31,2.31,19,Bachelor's Degree,1.92,C-,High Risk,13/09/2021,73.53,7.8,Male,cbe4097f049bd1b6512751f035db472bcbb48f2b9f126654084a39049b94c0d4,2,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,6,53,78,54,63,57,2.94,2.94,17,Bachelor's Degree,2.58,C+,Medium Risk,18/09/2021,91,15.4,Male,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,3,No
5f17e2022ef4460c247ec917f09b022aabb7dd4ea89ffc219de0670f7d7f07dc,1,72,84,80,50,61,2.02,2.02,16,Bachelor's Degree,2.07,C,Medium Risk,02/09/2021,97,21.5,Female,d0e8b9f54f575cd831675dbb23bac94b119225ca5f06e108e89ebc591151b92d,0,Yes
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,7,84,94,80,53,74,1.67,2.04,12,Bachelor's Degree,1.67,C-,Probation,23/02/2020,74,19.4,Female,6dd0b2933a70cde5454a33b75dd9d371ae370112a337dbc2e59681495869a8c9,0,No
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,3,63,69,72,76,80,1.74,1.75,15,Bachelor's Degree,1.74,C-,Dropout,03/09/2020,92,18.8,Male,f18dd578f8ac6634b9f1c1f4f3f1c2fafd96208d4d0f4a643afa3bc9117f6f63,1,No
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,2,86,70,73,89,81,2.1,2.34,18,Bachelor's Degree,1.77,C-,High Risk,28/09/2021,74.52,8.8,Male,fadc65d6cf14523320375ab9fc9dcb3adb058d87963bf6eec12eca052d445a81,2,No
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,2,56,69,66,69,84,1.71,2.02,15,Bachelor's Degree,1.71,C-,Probation,21/09/2021,79,18.8,Female,40a6bf4425e6f2c20b8799bee71e0d13a3df02688a942ef2846cada25dd836bc,1,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,3,92,90,69,68,91,2.69,2.68,18,Diploma,2.53,C+,Medium Risk,19/02/2021,88,21.8,Male,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,1,No
3ebad4c15ea3e3d78b6be9d57fc27d543ee351ba14ba623b4c5b80a57cbe2625,5,69,59,84,90,83,1.43,1.52,18,Bachelor's Degree,1.43,D+,Dropout,17/02/2020,74,14.5,Female,63bd76051996efbc82bedc4b65a4de7c6c6800c40f30c4003496fd13562313ec,0,No
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,3,52,71,60,68,80,1.35,1.65,15,Diploma,1.65,D+,Dropout,08/02/2020,84,9.9,Female,d127dc713598b0066ae4c2a3350ceec8e9e6b2bc4f8c83dbc4f85c2981f14f52,3,No
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,1,72,80,52,70,85,2.2,2.2,14,Bachelor's Degree,1.99,C-,High Risk,28/09/2020,78.81,20,Female,40a6bf4425e6f2c20b8799bee71e0d13a3df02688a942ef2846cada25dd836bc,3,No
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,8,91,74,92,54,65,1.9,2.19,14,Bachelor's Degree,2.12,C,Probation,09/09/2021,70,8.9,Female,097c87e9905dc9627e21ffab0462c1cde7cf6678cc1258e42a778c4ed3c1f79e,0,No
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,5,59,68,70,90,64,1.2,1.5,16,Bachelor's Degree,1.2,D,Dropout,03/02/2020,98,15.8,Male,d127dc713598b0066ae4c2a3350ceec8e9e6b2bc4f8c83dbc4f85c2981f14f52,3,No
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,2,65,93,52,52,85,1.78,2.12,13,Bachelor's Degree,1.67,C-,Probation,18/02/2021,76,10.3,Female,b67ab39c2557036e5fc60b93ba3fab35daafc6d991b70398d2296d2f733340b6,1,No
425c0a52e6faf138cc9957fcfa6df231095a9d22e4e3808d69a25a00012991e8,2,88,83,73,52,70,2.79,3.15,14,Bachelor's Degree,2.9,B-,Medium Risk,06/02/2020,93,23,Male,1a679927273272001fdff7e9e493dc3414e5fa28d12c4f9e4626733dda70e7c3,2,No
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,5,88,70,73,90,76,1.82,2.03,13,Bachelor's Degree,1.82,C-,Probation,01/02/2021,74,12.7,Female,fadc65d6cf14523320375ab9fc9dcb3adb058d87963bf6eec12eca052d445a81,0,No
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,9,70,76,85,51,72,1.77,1.99,13,Diploma,1.77,C-,Dropout,19/09/2020,70,11.8,Male,b67ab39c2557036e5fc60b93ba3fab35daafc6d991b70398d2296d2f733340b6,2,No
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,1,72,83,73,90,51,2.26,2.26,12,Bachelor's Degree,2.64,C+,Medium Risk,25/09/2020,72,19.4,Female,4355c358b26372e895431a659f2aa80387b6e541a1e120d1665153cea0fbc672,3,Yes
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,3,52,91,88,82,80,1.98,2.26,16,Bachelor's Degree,2.35,C+,Probation,03/09/2021,89,15.5,Male,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,2,Yes
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,3,67,71,92,84,95,3.16,3.28,15,Bachelor's Degree,2.85,B-,Medium Risk,06/02/2021,86,15.4,Male,4355c358b26372e895431a659f2aa80387b6e541a1e120d1665153cea0fbc672,3,No
1394def1472d7c95e26079dbc09b550ad93f1b25e72e2d98106af5453744d102,1,93,67,76,85,80,2.14,2.14,16,Bachelor's Degree,1.88,C-,High Risk,19/09/2020,71.3,19.3,Female,80d3bd8e9dc65523b9bce6d8f47c2003aff73664323fbbe35ded57bf6e32985c,3,No
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,3,52,71,60,68,80,1.35,1.65,15,Bachelor's Degree,1.65,D+,Dropout,22/09/2021,84,9.9,Female,0e9cc63b8ceb32accde69143d02016863abb4799a1c4d55abab2f3d021fd989b,1,Yes
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,7,66,89,64,76,61,2.47,2.65,14,Bachelor's Degree,2.21,C,Medium Risk,13/02/2021,84,20.8,Female,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,3,No
b90a08130a07fc060fbcb76e1ad7aaebccd06f17f143d3b1c8773a5379b45791,3,76,80,82,89,54,3.2,3.35,15,Diploma,3.2,B,Low Risk,26/09/2020,80,15.5,Female,e20b870b4cefa798d551108d2431e2810301a06b368b3befeb126e5290aefb9b,1,No
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,2,68,77,90,52,81,1.97,2.29,12,Bachelor's Degree,1.97,C-,Probation,17/02/2020,80,8.8,Male,097c87e9905dc9627e21ffab0462c1cde7cf6678cc1258e42a778c4ed3c1f79e,1,No
c6a78bb111dfa8229739fe7f1d76407df23e9c782ff898cc702473488ebc87a9,1,65,75,57,87,82,2.9,2.9,15,Bachelor's Degree,3.03,B,Low Risk,02/02/2021,70,23.1,Female,82694097022735018b54bf67e36548fba5b6813f90f012f030ac707974f0e586,1,No
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,2,67,82,53,55,63,1.93,2.3,12,Bachelor's Degree,1.93,C-,Probation,14/02/2020,79,20,Male,40a6bf4425e6f2c20b8799bee71e0d13a3df02688a942ef2846cada25dd836bc,0,Yes
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,1,87,84,68,79,72,2.02,2.02,19,Bachelor's Degree,1.93,C-,High Risk,27/09/2020,74.88,9.4,Male,b67ab39c2557036e5fc60b93ba3fab35daafc6d991b70398d2296d2f733340b6,0,No
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,1,78,82,69,73,77,2.27,2.27,14,Bachelor's Degree,1.91,C-,High Risk,11/02/2020,78.05,16.8,Female,9137bb4a6c8f796ea6fd72e3adf9a6fa48201d76f98da822689c269ad465fee6,3,No
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,9,61,82,89,86,72,1.68,2.06,13,Bachelor's Degree,1.4,D+,Probation,25/09/2021,98,10,Male,f18dd578f8ac6634b9f1c1f4f3f1c2fafd96208d4d0f4a643afa3bc9117f6f63,1,No
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,3,52,71,60,68,80,1.35,1.65,15,Bachelor's Degree,1.65,D+,Dropout,01/02/2021,84,9.9,Male,40a6bf4425e6f2c20b8799bee71e0d13a3df02688a942ef2846cada25dd836bc,0,No
3583ec6f04f9da2c02aa42e8da075a3b9ce655a473fdf3e641542c78883f82ee,4,76,64,93,82,89,2.55,2.64,17,Bachelor's Degree,2.55,C+,Medium Risk,26/02/2021,90,16.2,Male,5a625aba71804640183f55d66bee9ea013eb80c4b846af27025cbee9926a86df,1,No
3ebad4c15ea3e3d78b6be9d57fc27d543ee351ba14ba623b4c5b80a57cbe2625,8,57,56,61,52,93,1.86,1.94,19,Bachelor's Degree,2.1,C,Dropout,16/09/2021,72,15.2,Male,63bd76051996efbc82bedc4b65a4de7c6c6800c40f30c4003496fd13562313ec,2,No
7e0de48e6806968fc2e27adeefe05951e03c9e9f1e67836b4ca2cfdb890c76fd,7,60,63,52,68,61,2.19,2.12,18,Diploma,1.87,C-,High Risk,12/09/2020,78.34,15.3,Female,784040b9c9320c22bc5aec70f2dd66d3a7e993e2f8ad2c259712f377e57a22bb,2,No
1394def1472d7c95e26079dbc09b550ad93f1b25e72e2d98106af5453744d102,1,75,90,59,73,77,2.11,2.11,17,Bachelor's Degree,1.83,C-,High Risk,14/09/2021,74.32,13.9,Female,80d3bd8e9dc65523b9bce6d8f47c2003aff73664323fbbe35ded57bf6e32985c,2,No
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,2,67,82,53,55,63,1.93,2.3,12,Bachelor's Degree,1.93,C-,Probation,22/09/2020,79,20,Female,9137bb4a6c8f796ea6fd72e3adf9a6fa48201d76f98da822689c269ad465fee6,3,No
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,3,56,71,50,53,51,1.92,2.1,15,Bachelor's Degree,1.92,C-,Probation,03/09/2021,76,13,Female,b67ab39c2557036e5fc60b93ba3fab35daafc6d991b70398d2296d2f733340b6,1,No
3ebad4c15ea3e3d78b6be9d57fc27d543ee351ba14ba623b4c5b80a57cbe2625,1,92,92,80,62,50,2.15,2.15,19,Bachelor's Degree,1.87,C-,High Risk,26/02/2021,77.52,12.6,Male,63bd76051996efbc82bedc4b65a4de7c6c6800c40f30c4003496fd13562313ec,2,Yes
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,8,87,53,77,78,87,3.9,3.7,17,Bachelor's Degree,3.64,B+,Low Risk,23/09/2020,97,15.1,Male,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,0,No
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,1,91,69,60,89,72,2.02,2.02,15,Bachelor's Degree,1.71,C-,High Risk,03/02/2020,79.31,18.9,Female,9137bb4a6c8f796ea6fd72e3adf9a6fa48201d76f98da822689c269ad465fee6,2,No
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,2,65,93,52,52,85,1.78,2.12,13,Bachelor's Degree,1.67,C-,Probation,05/02/2021,76,10.3,Female,097c87e9905dc9627e21ffab0462c1cde7cf6678cc1258e42a778c4ed3c1f79e,2,No
