reg_no,reg_date,attendanceRate,studyHours
03babae83753801bb685c85a71f7b622658ed18d5b4dd0f41a233d36f0c69a39,25/09/2020,75,24.7
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,10/02/2021,86,16.8
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,04/02/2021,77.95,13.3
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,16/02/2020,74,12.7
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,06/09/2021,83,19.2
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,13/09/2020,91,15.4
2b0c2f63e560f8bd3e21eea9f445b8357f0d2bf275ba2000950d5d2477290bc0,17/09/2020,98,18.9
f3c7c5ec53e99ae4681363bc15af14d79484a7a0ca8302e75982b3df053b84d7,03/02/2021,86,21
e6278d69d550f5569629b3cd8d0cd21c20578811e0121b8c494bce04ef2cc8b3,28/09/2021,77,24.9
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,14/02/2020,75.58,11.8
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,15/02/2020,70.67,16.6
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,28/02/2020,71.7,6
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,19/02/2021,70,16.2
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,19/09/2021,77.41,12.8
a15823a346d596e3b9877412a63bd5cef4246c0b73d7513af1ae01b511a88887,23/09/2021,98,20.4
822a6e42c07b81df5c599d22bef188ef4053a8bbc86d85c08f2905c69ed08284,10/09/2021,78,19.4
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,13/02/2020,91,15.4
d76550d7695c76d57a8d13874fe3c453f9e19105635e6303c94bf7ca9d06bd60,11/02/2020,95,22.8
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,26/09/2020,84,15.4
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,27/09/2021,83,15.8
f6de7dffc7e058408acddd96c1b9580092490631fce66a741a647f32a427528e,03/02/2021,98,16.9
ad7e7f076bacf44284ec8c5749cc3e0c9515a2adeb675b9d018275ecf238f32f,28/09/2021,71,21.4
dd5b7826fd646c02817a56c316273200d7e162f5421d960d7d1843a65d5e3ae2,08/02/2020,79,23.3
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,19/09/2021,74,18.9
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,17/09/2021,78.2,15.5
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,13/02/2020,74.32,13.9
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,24/02/2021,82,7.3
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,08/02/2021,98,15.8
72159d065fe742a6b81fd57875de34dc202007fef314742acd10697f5b4f09e2,25/02/2021,98,24.4
aaed94f94ba5416db5dc23fb8d6325de2f1d66f10d494ede9a1c682494a52fe5,03/09/2020,90,22.8
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,17/02/2020,77.98,16
4279731063d7c27b39589f409b8f7b9d048a22cbd462fa91a6411895bfa1e0c8,25/09/2020,98,15.9
28a8ae38388dbe3eacd3a788830036e46bd5afa4d552ff275041818c197ccac7,12/02/2021,73,19
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,08/09/2020,80,11
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,05/02/2020,70,16.2
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,07/02/2021,98,15.8
fee4343c40587af70c0a7d6ead48f8039504983df13af7ddc3c1931027ea7811,20/09/2020,96,17.2
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,25/09/2020,94,17.9
211f9a709445f81758f4af340b597fc370eb91833b981eb17858b09deb8b2823,06/02/2020,75,21.2
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,15/09/2021,92,6
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,22/09/2021,75.29,19.3
d2a1f6657a21784e5d491c41dda133904583a0c1f2b9edfd9a3899323e97da29,28/02/2021,80,17.3
85ecf382db23488be7e103831bd279f3c9774a91f0ccd957e232be932f1cdbca,05/02/2021,75,12.5
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,03/09/2021,74,12.7
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,15/09/2021,78.81,20
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,26/02/2021,77,6.1
c76f247b302d060113bdb6958616b2065ad886217c299266f69b824d60ac992f,19/02/2021,93,22.4
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,12/02/2020,97,15.2
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,10/02/2020,74.88,9.4
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,15/09/2021,76,13
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,02/02/2020,71.7,6
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,27/02/2021,74,18.9
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,03/02/2021,76,18.4
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,20/02/2020,77,6.1
f53dfb38c791a946d1f478de796a04e6c917ac31268a157d7beb45e8a6fbd1df,15/09/2021,84,19.1
f60fbd6d70183372f9b831de61b1507909825ccff18daba6a7f87f0e98812af4,15/02/2020,83,24.4
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,11/09/2020,71.7,6
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,17/09/2021,74.27,8.3
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,02/09/2020,80,10.8
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,04/09/2021,85,16.9
bb22077a2b8300f5800b9f156c4dbcbf4e69c186c41ec3be5a950bf70b63aa6c,23/02/2021,98,17
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,17/02/2020,63.69,7.6
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,02/09/2020,96,10.9
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,23/09/2020,74.27,8.3
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,15/09/2021,90,14.9
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,12/09/2020,87,16.3
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,10/02/2021,74.95,17.8
711f763cbe451c28c805c009ac55df82242e2e1874324306dc3ea04c5940aaf1,14/09/2021,82,19.8
4b347a49030d3dd2722a577091bb0b063b5aa416075ddd90a3730e7bb8456f9c,22/02/2021,85,15.4
cf120f5ae8070ae5e15f73411a5cce02d42aa2748da3f6e94f10183bde3a455f,26/02/2020,84,18.1
db123fa642bc78ae00b66d9636607924e036dbb1a787b22ab178a7a92cdf627b,03/02/2021,96,15.8
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,04/02/2021,75.58,11.8
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,10/09/2021,94,10.7
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,24/02/2021,81,16.7
bb60bcb97dd3ccb71464207ecb3bfa4adee12ae83f1573367bb311040bb806fc,11/09/2020,75,24.5
39e35ca50811b1e44a39ef55557b56b93e33d6f3dc5914b7837d596afe5bb78a,19/02/2020,72,16.2
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,12/09/2020,79.74,9.3
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,21/02/2021,78.2,15.5
076e8b7bdc7ea17350de6ba7c977dc8aa206a611ff5de858d75d286aa4995b38,05/09/2021,86,14.7
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,10/02/2020,81,16.7
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,21/09/2021,77.98,16
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,27/02/2021,73,12.7
815f2f99777f4fe73472c4490d15a062a64bd371bc5ed5aee8d705650c4e730d,22/09/2020,71,20.3
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,21/02/2020,95,8.7
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,17/09/2021,72,9.1
d9e7c8c3e6f3aeeaf47384bb2440f0d9d045893b7f97ebda6a656365ec3b8a52,01/02/2021,92,22.6
6f12bc9c1fd5df6c4420e7149280cc9f5532a199e40c746fa9f7a32aba760876,10/02/2021,80,19.5
ffeaea408a8fb6cae2041fe0a66c4a7ad6998ceb8f2d9200a2c5824fdb03e237,07/09/2020,93,21.2
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,25/02/2021,98,15.8
a4546acb4f3db3b1418f166e49dcc36ed12bc245b1e2cbf058f4d78fec06736c,07/09/2021,72,17.2
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,05/09/2020,85,14.2
e20c19bacdf58cff7c69d58ecfefb4356db0789a20e3bae1a504b760c23b30ed,03/09/2020,75,16.3
e3e6020f19d2c99d5c2dc9a26691172f455325c856f51ca33c7542192d5cf6f1,28/02/2021,77,18.2
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,17/02/2020,72,15.2
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,22/02/2020,92,6
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,25/02/2021,71.92,11.8
d508d92028fd12af041dbe1e65c9775c4711435762b34ce53c665c6fb95ee57f,20/09/2020,72,16.2
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,05/09/2021,80,23.1
cae4fafb0133e48304481c6b0c78ec96d7697b7215838826ceb5fb2326f666a8,06/09/2020,79,22.7
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,24/09/2020,84,15.1
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,02/09/2021,92,11.2
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,12/09/2021,76.46,7.5
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,15/09/2020,84,15.1
5a178b038377d31dc4544db51559b74f1d88d13a25f6bae6dd34cdf82eb5486d,25/02/2021,76,16.9
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,08/09/2021,70.67,16.6
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,10/09/2020,77.41,12.8
c440c0e7c03d25044beb6a77b4f7a4107a063040510d22277d84fe9b7432b427,27/09/2021,96,17.3
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,12/09/2020,95,16.9
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,15/09/2021,80,10.8
2575b8132d207c1aec2fc653bfbdf3fcdb7dfff3fc9b63e856c19849a9c9fe51,25/02/2021,95,20.6
42e44c1ce871a36d059c60ce7eb7aa183b3d6f0adb261d39b09a82dece1306dd,17/09/2021,77,17
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,06/09/2021,72,9.1
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,26/09/2020,91,15.4
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,28/09/2020,90,11.6
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,02/02/2021,75.28,10.6
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,28/09/2021,79,20
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,18/02/2021,83,19.2
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,23/02/2020,84,9.9
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,10/02/2020,90,23.5
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,25/02/2020,76.46,7.5
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,09/09/2020,76.11,14.4
11341a31f261f172f077fcde4b9589ed1d4b471eaa4cfa31eb0e4b929508dda3,17/09/2021,76,20
c89e4956cd462c7446424a5205c0764d4274d81f0a3903f2ba765599606e2bea,27/09/2020,81,19.6
2b50bb8835b9301f5f2194451038eb3174d749757786521effcba478e25f72ef,03/09/2021,72,18.3
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,27/09/2020,98,13.3
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,12/09/2021,87,7.1
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,14/02/2020,76,16.5
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,13/02/2020,82,7.3
4f44d4278b68311d813ae78f89aa13199ef20e19921dfc80857a503643605c25,08/02/2021,77,22
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,03/09/2021,72,9.1
4ef4b01bf66294373adaf1587177894c3505a6c7697669a2ba1d54d0bff0089f,08/02/2021,86,18.9
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,11/02/2020,74,18.9
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,27/02/2020,73,12.7
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,26/02/2021,84,18.3
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,05/09/2020,74,17.1
1adb45d742545aaee340b08220c19651a4bb5062817a2e128f921049ae72837a,10/02/2020,92,21.2
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,23/09/2021,71.3,19.3
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,25/09/2020,70,11
0921c6a16251183dc756e67a84eb22aeeb522ec02f9f1bee74195b57c756e555,15/09/2021,97,18.3
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,03/02/2020,75.69,10.9
d1007453ce332f50ea17a07c9cf37a93e7e528111c2110a88a08c7c3756c65b8,09/02/2020,71,23.1
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,27/09/2020,81,16.7
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,18/09/2020,96,10.9
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,04/09/2021,77,19.9
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,08/02/2021,87,13.7
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,04/02/2021,79,17.8
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,08/02/2020,83,19.2
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,21/09/2021,80,11
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,03/09/2021,81,16.6
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,27/02/2020,94,10.7
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,20/09/2021,85,20
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,21/02/2020,73.53,7.8
83efabe931ac43db27e76b09c161c7e559f1a02b48c21fc20837970cd7230785,23/09/2020,95,18.5
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,10/09/2020,70.67,16.6
c5fc04b0cb5be5cad5201d185ef998a27a44880c20fcbb79ede6c7ce8cd57844,01/09/2021,86,14.7
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,08/02/2021,77,6.1
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,06/09/2021,79,6.1
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,17/02/2020,73.53,7.8
65855d3f70b719385d7aa54439f0f7855c57d0f00cdd2c7243a32bf11db8beb8,03/02/2021,80,15.3
4822c233a14149744cc87c15c9fad2a55858cf12f88ec7614ade847d2bf6726a,13/02/2020,98,22.2
de27f1f7825e388b899742795e9f10f04ce0f6e9784b4caa1e12c089cce8f858,02/09/2021,78.34,15.3
da8f70428924f0ea622c6e8a3ef9162fe1d0d88f9c8cd3de5340a9fcf5d15a86,12/09/2021,72,20.4
15851225860524bdd9a429d3f4f1af7a0e46a980be3fa6396d31cdc652449eeb,24/02/2021,90,21.7
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,12/02/2020,77,6.1
157a6903971ff3962c1fa8353fdc74192283aaf0f379659b77d4d42f1cb7de02,12/02/2020,79,19.9
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,24/09/2020,92,10.2
409082af4cebaee67323476a3c1d46a1cc2962be8977ff78ef0b3ba4e5c863a5,25/02/2020,91,18.3
cca159b61ed6f9bcf08d32c4a1d0aa607686844c40875fa1cd44904eb3ad92b6,05/02/2021,88,23
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,12/02/2020,80,8.8
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,27/02/2021,74.88,9.4
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,27/09/2020,88,18.5
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,23/09/2021,77.9,9.9
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,21/09/2021,81,16.7
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,26/09/2020,98,12.9
212483496b58df9769425d9ff95dda410fb1462f9e4132f925cf7deeac71130b,03/09/2020,85,15.7
dc21bcbef1f1bea0f8a21f012da6bafc05ae6472e2f8bc79c1fecacef2e67406,02/09/2021,70,23
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,07/02/2021,74,17.1
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,26/02/2020,76,13
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,02/09/2020,77,19.4
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,10/02/2021,76,18.4
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,27/09/2021,83,17
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,09/09/2021,95,19.5
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,25/02/2020,97,17.3
c53c4850c7d644d9f53ea715ff6a3001bfbf08d3a2213b8249421498467970a9,10/09/2020,91,22.9
d56987223e8bf59d7973cadc39a2814cf0b939bac3868f7a02237dfe7cee086f,28/02/2021,91,16.9
69fcf02472dbdf31ffc1d50e388604e218f509ee23e29f151cf24ae2a6be9ef6,28/02/2020,85,23.3
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,09/02/2021,77.9,9.9
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,26/02/2020,79,6.1
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,14/02/2021,70,16.2
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,24/09/2021,86,16.8
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,13/09/2021,98,13.3
413e1823a570ef17113bd0c8e72b4f1157d7bb904bae4be804ff06e40b50be3f,06/02/2021,82,20
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,23/09/2021,96,12.5
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,12/09/2021,95,8.7
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,26/02/2021,98,12.9
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,24/02/2020,86,24.4
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,03/09/2021,90,11.6
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,20/09/2021,98,15.3
62ba7e1efba19975f117c1b827dd5ac4d27448263b8875b9648f616903c40244,18/09/2020,86,19.4
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,11/02/2021,73,15.1
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,03/02/2020,84,7.2
ee836b59745390634b6b4bf300baabde4d073e2d1c68c690ba61180883153b72,22/02/2021,77,22.5
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,10/02/2021,71,11.3
0dab931c229b326bb0e13ce05b5b0a983af3b1ee61e8f743b4606f073dd74823,20/09/2021,85,16
0ea3f74ed0fc9e848b40016433882256db91d07dcb03f2013e417f67f1f420d0,06/09/2021,77,23
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,12/09/2021,91,15.4
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,02/09/2021,75.5,15.9
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,20/02/2021,75.55,15.4
74e6309ff1156722cf6b95f072aadc864637bd75b777d4291bb7c47e3c759914,09/09/2021,98,15.5
674349ec0a4bdf55ddb2af670e3f14e3093abf7ebb7e166befe62ca50f2e1232,03/02/2020,93,15.6
d654cf05cf1c2decd1b4453c3038d5bb7afc7b38a5107ae231c29b7eb20e8b36,12/09/2021,93,23.5
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,01/09/2020,79,10.7
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,28/09/2020,87,13.7
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,02/09/2021,84,17
be7628db1084ac413ea8dca3ccdaee5651e36675e18d7fce7a6d11697ff1b70c,03/09/2020,96,17
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,25/09/2020,77,6.1
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,12/02/2021,81,16.7
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,19/09/2021,82,7.3
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,20/02/2020,71,11.3
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,22/09/2020,78.81,20
65513fb7e30788b91d78afc577130da037ec0044d36c0334fea4be34efc141b3,12/09/2021,75,20.4
ebae0023bd477263a7d156db9be7b6025c7b055d34ffcb00c40f962c39b64b4c,15/02/2021,89,18.3
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,19/02/2020,92,6
8e5c309bc0fbe02e5c94d346162a708656ddf56109302a42b360b647d9477992,17/09/2020,90,23.6
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,13/02/2021,75.55,19.6
9dc2f484d88ba13579cebc2381cbed86a4883dcd1412666b2fc0b4f5ac0c2381,21/02/2021,81,22.5
a2e61533ed60ff9c1a51d59200dc3109e177edba767d4da074dec8f6b288f4f9,08/02/2021,81,17.9
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,01/02/2020,76.46,7.5
453f6ff604a11f37accc5274845390f91e7bd86546fedfae493981d2bfe34648,16/09/2020,93,24.1
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,18/09/2021,71,7.8
ed965852dae776c4a025baed87e87e058f218aed720e464ec69277a11d1208f8,09/02/2020,90,19.1
29b07d42da1208bb683a3d3e6c6b33027ee0d7945bc9af8a9422dbb5e2d2902f,23/02/2021,89,24.7
34cfa4ed1308a63107be215e2f40107df2c24d889f956b1c098982b0d072aea1,07/09/2021,86,22
2d756329138d027bcd3952730b4b70abe41d968b597a9d6d2c68a059b48a4934,23/02/2021,98,22.6
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,07/09/2021,70.59,14.9
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,05/02/2020,79,20
42c26d2d236a63f25036ef0fa971f9fad1a794848f00ec485c81729a5a17df31,15/02/2020,71,20.8
8d91aae3f5a98c2decc30f57435753ae0d89fa920a55dbb42ca4dd864a374258,23/09/2020,85,15.6
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,03/09/2021,75,15.3
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,22/02/2021,77.98,16
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,23/02/2021,95,25
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,18/02/2020,82,14
ef3cb11e8ad91fc0dee3f8e48c1084dd2d7359e4c334ee25e60b4f871e436dca,10/02/2021,96,19.9
cf6d49bb22a64f3b1fc8443ef87028acf05e8e6913586ecd1ea13c1b23af863d,23/09/2020,94,22.4
c612afed7fe3aed545be4a429b699d4defa30f253e5af93c38b2ba2eb07ee2f1,26/09/2020,82,15.6
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,17/02/2021,94,17.9
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,04/09/2020,90,19.7
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,26/09/2020,80,15
579372d47feb74c86ff3a45ca0dd44e094069d423608be1924b14bafb6693a4f,08/09/2020,86,14.7
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,01/09/2021,88,19.4
7667cad904fb4c4c602daa93b0547afe21b089a1e3bb4ba3cb808df80f25b9d9,18/02/2021,85,18.9
1cd0619a5232ea78d0d3f21c01eff9a0c29c198234a7b429af1a7d75cab504ec,15/02/2021,73,18.3
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,20/09/2020,71,11.3
